date,time,sec,sat,SNR,EL,res,gamma,delta_pr_cp,delta_SNR,label,LOS,Multipath,NLOS
2019/10/09,07:18:15.0,285495.0,G05,49.000,34.6 ,1.013,0.2135,0.7075032629072666,0.0,1.0,1,0,0
2019/10/09,07:18:16.0,285496.0,G05,49.000,34.6 ,1.13,0.11705,0.8257271014153957,0.0,1.0,1,0,0
2019/10/09,07:18:17.0,285497.0,G05,50.000,34.5 ,1.203,0.15473,1.3923064321279526,1.0,1.0,1,0,0
2019/10/09,07:18:18.0,285498.0,G05,50.000,34.5 ,1.271,0.21329,1.3674566335976124,1.0,1.0,1,0,0
2019/10/09,07:18:19.0,285499.0,G05,50.000,34.5 ,1.289,0.06689,1.4596374593675137,1.0,1.0,1,0,0
2019/10/09,07:18:20.0,285500.0,G05,50.000,34.5 ,1.422,0.16708,1.279387529939413,1.0,1.0,1,0,0
2019/10/09,07:18:21.0,285501.0,G05,50.000,34.5 ,1.435,0.02405,1.5098580308258533,1.0,1.0,1,0,0
2019/10/09,07:18:22.0,285502.0,G05,50.000,34.5 ,1.526,0.2875,1.6541225984692574,1.0,1.0,1,0,0
2019/10/09,07:18:23.0,285503.0,G05,50.000,34.5 ,1.671,0.02206,1.7356338240206242,1.0,1.0,1,0,0
2019/10/09,07:18:24.0,285504.0,G05,50.000,34.5 ,1.559,0.01051,1.435667384415865,1.0,1.0,1,0,0
2019/10/09,07:18:25.0,285505.0,G05,50.000,34.5 ,1.679,0.01332,1.2686116509139538,1.0,1.0,1,0,0
2019/10/09,07:18:26.0,285506.0,G05,50.000,34.5 ,1.637,0.06455,1.2395269200205803,1.0,1.0,1,0,0
2019/10/09,07:18:27.0,285507.0,G05,50.000,34.5 ,1.557,0.03677,1.0585933811962605,0.0,1.0,1,0,0
2019/10/09,07:18:28.0,285508.0,G05,50.000,34.5 ,1.395,0.09732,0.7348696775734425,0.0,1.0,1,0,0
2019/10/09,07:18:29.0,285509.0,G05,50.000,34.5 ,1.19,0.48513,0.18114760890603065,0.0,1.0,1,0,0
2019/10/09,07:18:30.0,285510.0,G05,50.000,34.5 ,1.097,0.0081,0.40655555203557014,0.0,1.0,1,0,0
2019/10/09,07:18:31.0,285511.0,G05,50.000,34.5 ,1.089,0.16001,0.645622007548809,0.0,1.0,1,0,0
2019/10/09,07:18:32.0,285512.0,G05,50.000,34.5 ,0.899,0.06482,0.24897976964712143,0.0,1.0,1,0,0
2019/10/09,07:18:33.0,285513.0,G05,50.000,34.5 ,0.88,0.03376,0.23024825379252434,0.0,1.0,1,0,0
2019/10/09,07:18:34.0,285514.0,G05,50.000,34.4 ,0.879,0.16691,0.07377121224999428,0.0,1.0,1,0,0
2019/10/09,07:18:35.0,285515.0,G05,50.000,34.4 ,0.82,0.23142,-0.1622069664299488,0.0,1.0,1,0,0
2019/10/09,07:18:36.0,285516.0,G05,50.000,34.4 ,0.613,0.17509,-0.40488049015402794,0.0,1.0,1,0,0
2019/10/09,07:18:37.0,285517.0,G05,50.000,34.4 ,0.428,0.22385,-0.6257130242884159,0.0,1.0,1,0,0
2019/10/09,07:18:38.0,285518.0,G05,50.000,34.4 ,0.33,0.01626,-0.5370483174920082,0.0,1.0,1,0,0
2019/10/09,07:18:39.0,285519.0,G05,50.000,34.4 ,0.311,0.09268,-0.14610404893755913,0.0,1.0,1,0,0
2019/10/09,07:18:40.0,285520.0,G05,50.000,34.4 ,0.32,0.23857,-0.39977920055389404,0.0,1.0,1,0,0
2019/10/09,07:18:41.0,285521.0,G05,50.000,34.4 ,0.279,0.17634,-0.761992309242487,0.0,1.0,1,0,0
2019/10/09,07:18:42.0,285522.0,G05,50.000,34.4 ,0.385,0.17522,-0.8158655688166618,0.0,1.0,1,0,0
2019/10/09,07:18:43.0,285523.0,G05,50.000,34.4 ,0.28,0.1024,-0.8911154977977276,0.0,1.0,1,0,0
2019/10/09,07:18:44.0,285524.0,G05,50.000,34.4 ,0.091,0.41729,-1.1420490443706512,0.0,1.0,1,0,0
2019/10/09,07:18:45.0,285525.0,G05,50.000,34.4 ,0.163,0.13302,-0.8297320120036602,0.0,1.0,1,0,0
2019/10/09,07:18:46.0,285526.0,G05,50.000,34.4 ,0.093,0.06406,-0.7082246914505959,0.0,1.0,1,0,0
2019/10/09,07:18:47.0,285527.0,G05,50.000,34.4 ,-0.002,0.32293,-0.8061543181538582,0.0,1.0,1,0,0
2019/10/09,07:18:48.0,285528.0,G05,50.000,34.4 ,0.107,0.19245,-0.6851403191685677,0.0,1.0,1,0,0
2019/10/09,07:18:49.0,285529.0,G05,49.000,34.4 ,0.035,0.37584,-0.9682837016880512,-1.0,1.0,1,0,0
2019/10/09,07:18:50.0,285530.0,G05,49.000,34.3 ,0.146,0.02017,-0.7723221629858017,-1.0,1.0,1,0,0
2019/10/09,07:18:51.0,285531.0,G05,49.000,34.3 ,0.016,0.40015,-1.0145799107849598,-1.0,1.0,1,0,0
2019/10/09,07:18:52.0,285532.0,G05,49.000,34.3 ,-0.096,0.12326,-1.0124570801854134,-1.0,1.0,1,0,0
2019/10/09,07:18:53.0,285533.0,G05,49.000,34.3 ,-0.215,0.25131,-1.17429743334651,-1.0,1.0,1,0,0
2019/10/09,07:18:54.0,285534.0,G05,49.000,34.3 ,-0.234,0.20866,-0.9531025886535645,-1.0,1.0,1,0,0
2019/10/09,07:18:55.0,285535.0,G05,49.000,34.3 ,-0.291,0.04527,-1.134239785373211,-1.0,1.0,1,0,0
2019/10/09,07:18:56.0,285536.0,G05,49.000,34.3 ,-0.421,0.28181,-1.3399885669350624,-1.0,1.0,1,0,0
2019/10/09,07:18:57.0,285537.0,G05,49.000,34.3 ,-0.507,0.1996,-1.2303411364555359,-1.0,1.0,1,0,0
2019/10/09,07:18:58.0,285538.0,G05,49.000,34.3 ,-0.653,0.08361,-1.2936780713498592,-1.0,1.0,1,0,0
2019/10/09,07:18:59.0,285539.0,G05,49.000,34.3 ,-0.581,0.03741,-0.9175278693437576,0.0,1.0,1,0,0
2019/10/09,07:19:00.0,285540.0,G05,49.000,34.3 ,-0.53,0.11979,-0.7290361896157265,0.0,1.0,1,0,0
2019/10/09,07:19:01.0,285541.0,G05,49.000,34.3 ,-0.443,0.05275,-0.33309582993388176,0.0,1.0,1,0,0
2019/10/09,07:19:02.0,285542.0,G05,49.000,34.3 ,-0.426,0.07704,-0.057046640664339066,0.0,1.0,1,0,0
2019/10/09,07:19:03.0,285543.0,G05,49.000,34.3 ,-0.128,0.0824,0.2603173106908798,0.0,1.0,1,0,0
2019/10/09,07:19:04.0,285544.0,G05,49.000,34.3 ,-0.347,0.27858,0.1611042022705078,0.0,1.0,1,0,0
2019/10/09,07:19:05.0,285545.0,G05,49.000,34.3 ,-0.309,0.17394,0.11255906149744987,0.0,1.0,1,0,0
2019/10/09,07:19:06.0,285546.0,G05,49.000,34.3 ,-0.249,0.23169,0.6226489804685116,0.0,1.0,1,0,0
2019/10/09,07:19:07.0,285547.0,G05,49.000,34.2 ,-0.085,0.25746,1.0751562975347042,0.0,1.0,1,0,0
2019/10/09,07:19:08.0,285548.0,G05,49.000,34.2 ,-0.037,0.05529,1.029719989746809,0.0,1.0,1,0,0
2019/10/09,07:19:09.0,285549.0,G05,49.000,34.2 ,-0.021,0.04628,0.9627942703664303,0.0,1.0,1,0,0
2019/10/09,07:19:10.0,285550.0,G05,49.000,34.2 ,-0.122,0.1961,0.6396899931132793,0.0,1.0,1,0,0
2019/10/09,07:19:11.0,285551.0,G05,49.000,34.2 ,-0.091,0.10757,0.5538613684475422,0.0,1.0,1,0,0
2019/10/09,07:19:12.0,285552.0,G05,49.000,34.2 ,-0.149,0.12877,0.3278910107910633,0.0,1.0,1,0,0
2019/10/09,07:19:13.0,285553.0,G05,49.000,34.2 ,-0.177,0.00298,0.23053224757313728,0.0,1.0,1,0,0
2019/10/09,07:19:14.0,285554.0,G05,49.000,34.2 ,-0.056,0.24264,0.7508202791213989,0.0,1.0,1,0,0
2019/10/09,07:19:15.0,285555.0,G05,49.000,34.2 ,0.108,0.13008,0.9960558526217937,0.0,1.0,1,0,0
2019/10/09,07:19:16.0,285556.0,G05,49.000,34.2 ,0.225,0.04571,0.6922194063663483,0.0,1.0,1,0,0
2019/10/09,07:19:17.0,285557.0,G05,50.000,34.2 ,0.341,0.12433,0.5610023885965347,1.0,1.0,1,0,0
2019/10/09,07:19:18.0,285558.0,G05,50.000,34.2 ,0.261,0.12198,0.6589137502014637,1.0,1.0,1,0,0
2019/10/09,07:19:19.0,285559.0,G05,50.000,34.2 ,0.252,0.04601,0.6445455439388752,1.0,1.0,1,0,0
2019/10/09,07:19:20.0,285560.0,G05,49.000,34.2 ,0.307,0.34531,0.5229423977434635,0.0,1.0,1,0,0
2019/10/09,07:19:21.0,285561.0,G05,49.000,34.2 ,0.388,0.18498,0.42804405093193054,0.0,1.0,1,0,0
2019/10/09,07:19:22.0,285562.0,G05,49.000,34.2 ,0.3,0.31302,0.19129134714603424,0.0,1.0,1,0,0
2019/10/09,07:19:23.0,285563.0,G05,49.000,34.2 ,0.374,0.04889,0.15928808227181435,0.0,1.0,1,0,0
2019/10/09,07:19:24.0,285564.0,G05,49.000,34.1 ,0.304,0.23671,-0.3054027147591114,0.0,1.0,1,0,0
2019/10/09,07:19:25.0,285565.0,G05,49.000,34.1 ,0.264,0.33196,-0.8024428002536297,0.0,1.0,1,0,0
2019/10/09,07:19:26.0,285566.0,G05,49.000,34.1 ,0.223,0.2159,-0.9594884291291237,0.0,1.0,1,0,0
2019/10/09,07:19:27.0,285567.0,G05,49.000,34.1 ,0.256,0.05249,-1.0533867813646793,-1.0,1.0,1,0,0
2019/10/09,07:19:28.0,285568.0,G05,49.000,34.1 ,0.237,0.02885,-1.2106735296547413,-1.0,1.0,1,0,0
2019/10/09,07:19:29.0,285569.0,G05,49.000,34.1 ,0.183,0.13667,-1.319401141256094,-1.0,1.0,1,0,0
2019/10/09,07:19:30.0,285570.0,G05,49.000,34.1 ,0.213,0.09671,-1.1042822189629078,0.0,1.0,1,0,0
2019/10/09,07:19:31.0,285571.0,G05,49.000,34.1 ,0.23,0.05005,-0.9309009984135628,0.0,1.0,1,0,0
2019/10/09,07:19:32.0,285572.0,G05,49.000,34.1 ,0.325,0.20423,-0.4279159978032112,0.0,1.0,1,0,0
2019/10/09,07:19:33.0,285573.0,G05,49.000,34.1 ,0.43,0.07859,-0.33163970336318016,0.0,1.0,1,0,0
2019/10/09,07:19:34.0,285574.0,G05,49.000,34.1 ,0.41,0.13241,-0.19763514772057533,0.0,1.0,1,0,0
2019/10/09,07:19:35.0,285575.0,G05,49.000,34.1 ,0.489,0.15635,0.3298838995397091,0.0,1.0,1,0,0
2019/10/09,07:19:36.0,285576.0,G05,49.000,34.1 ,0.562,0.06716,0.6171445585787296,0.0,1.0,1,0,0
2019/10/09,07:19:37.0,285577.0,G05,49.000,34.1 ,0.63,0.02605,0.5129220001399517,0.0,1.0,1,0,0
2019/10/09,07:19:38.0,285578.0,G05,49.000,34.1 ,0.728,0.17397,0.7564801499247551,0.0,1.0,1,0,0
2019/10/09,07:19:39.0,285579.0,G05,49.000,34.1 ,0.758,0.1631,0.9508440978825092,0.0,1.0,1,0,0
2019/10/09,07:19:40.0,285580.0,G05,49.000,34.0 ,0.8,0.10796,1.1920679435133934,0.0,1.0,1,0,0
2019/10/09,07:19:41.0,285581.0,G05,49.000,34.0 ,0.591,0.35187,0.885695818811655,0.0,1.0,1,0,0
2019/10/09,07:19:42.0,285582.0,G05,49.000,34.0 ,0.645,0.10604,0.6336713694036007,0.0,1.0,1,0,0
2019/10/09,07:19:43.0,285583.0,G05,49.000,34.0 ,0.813,0.03932,0.6235380955040455,0.0,1.0,1,0,0
2019/10/09,07:19:44.0,285584.0,G05,49.000,34.0 ,0.747,0.04352,0.7381330616772175,0.0,1.0,1,0,0
2019/10/09,07:19:45.0,285585.0,G05,49.000,34.0 ,0.633,0.10738,0.5082949884235859,0.0,1.0,1,0,0
2019/10/09,07:19:46.0,285586.0,G05,49.000,34.0 ,0.586,0.01656,0.45751719921827316,0.0,1.0,1,0,0
2019/10/09,07:19:47.0,285587.0,G05,49.000,34.0 ,0.633,0.16824,0.3676791302859783,0.0,1.0,1,0,0
2019/10/09,07:19:48.0,285588.0,G05,48.000,34.0 ,0.593,0.22468,-0.02334531769156456,-1.0,1.0,1,0,0
2019/10/09,07:19:49.0,285589.0,G05,48.000,34.0 ,0.458,0.33104,-0.4742843993008137,-1.0,1.0,1,0,0
2019/10/09,07:19:50.0,285590.0,G05,48.000,34.0 ,0.451,0.13336,-0.7629729136824608,-1.0,1.0,1,0,0
2019/10/09,07:19:51.0,285591.0,G05,48.000,34.0 ,0.535,0.01052,-0.4036167785525322,-1.0,1.0,1,0,0
2019/10/09,07:19:52.0,285592.0,G05,48.000,34.0 ,0.399,0.19099,-0.5492606498301029,-1.0,1.0,1,0,0
2019/10/09,07:19:53.0,285593.0,G05,48.000,34.0 ,0.43,0.10086,-0.7084636650979519,-1.0,1.0,1,0,0
2019/10/09,07:19:54.0,285594.0,G05,48.000,34.0 ,0.369,0.21591,-0.9017794094979763,-1.0,1.0,1,0,0
2019/10/09,07:19:55.0,285595.0,G05,48.000,34.0 ,0.326,0.10034,-0.9440097883343697,-1.0,1.0,1,0,0
2019/10/09,07:19:56.0,285596.0,G05,48.000,34.0 ,0.258,0.13446,-1.0927334874868393,-1.0,1.0,1,0,0
2019/10/09,07:19:57.0,285597.0,G05,48.000,33.9 ,0.236,0.06506,-1.0024822801351547,-1.0,1.0,1,0,0
2019/10/09,07:19:58.0,285598.0,G05,48.000,33.9 ,0.15,0.16036,-0.6433164402842522,0.0,1.0,1,0,0
2019/10/09,07:19:59.0,285599.0,G05,48.000,33.9 ,0.003,0.59578,-0.3585132695734501,0.0,1.0,1,0,0
2019/10/09,07:20:00.0,285600.0,G05,48.000,33.9 ,0.065,0.1688,-0.0426449179649353,0.0,1.0,1,0,0
2019/10/09,07:20:01.0,285601.0,G05,48.000,33.9 ,-0.037,0.09164,-0.21901150047779083,0.0,1.0,1,0,0
2019/10/09,07:20:02.0,285602.0,G05,48.000,33.9 ,0.124,0.22324,0.26925698295235634,0.0,1.0,1,0,0
2019/10/09,07:20:03.0,285603.0,G05,48.000,33.9 ,0.12,0.05892,0.3015098199248314,0.0,1.0,1,0,0
2019/10/09,07:20:04.0,285604.0,G05,48.000,33.9 ,0.108,0.11781,0.5229702182114124,0.0,1.0,1,0,0
2019/10/09,07:20:05.0,285605.0,G05,48.000,33.9 ,0.044,0.00446,0.6561543084681034,0.0,1.0,1,0,0
2019/10/09,07:20:06.0,285606.0,G05,48.000,33.9 ,0.164,0.06866,0.9557704590260983,0.0,1.0,1,0,0
2019/10/09,07:20:07.0,285607.0,G05,48.000,33.9 ,0.431,0.02612,1.0397287420928478,0.0,0.0,0,1,0
2019/10/09,07:20:08.0,285608.0,G05,48.000,33.9 ,0.723,0.11727,0.9858153983950615,0.0,0.0,0,1,0
2019/10/09,07:20:09.0,285609.0,G05,48.000,33.9 ,0.587,0.09911,0.9413491189479828,0.0,0.0,0,1,0
2019/10/09,07:20:10.0,285610.0,G05,48.000,33.9 ,0.793,0.02752,0.6969470232725143,0.0,0.0,0,1,0
2019/10/09,07:20:11.0,285611.0,G05,48.000,33.9 ,1.108,0.02459,0.8074041604995728,0.0,0.0,0,1,0
2019/10/09,07:20:12.0,285612.0,G05,48.000,33.9 ,0.98,0.218,0.3258417434990406,0.0,0.0,0,1,0
2019/10/09,07:20:13.0,285613.0,G05,48.000,33.9 ,1.04,0.09336,0.3292832523584366,0.0,0.0,0,1,0
2019/10/09,07:20:14.0,285614.0,G05,48.000,33.8 ,0.795,0.50345,-0.3096597418189049,0.0,0.0,0,1,0
2019/10/09,07:20:15.0,285615.0,G05,47.000,33.8 ,0.6,0.25593,-0.565872848033905,-1.0,0.0,0,1,0
2019/10/09,07:20:16.0,285616.0,G05,47.000,33.8 ,0.589,0.26413,-0.9506043680012226,-1.0,0.0,0,1,0
2019/10/09,07:20:17.0,285617.0,G05,47.000,33.8 ,0.556,0.28901,-1.2503029815852642,-1.0,0.0,0,1,0
2019/10/09,07:20:18.0,285618.0,G05,47.000,33.8 ,0.326,0.22885,-1.5650211423635483,-1.0,-1.0,0,0,1
2019/10/09,07:20:19.0,285619.0,G05,47.000,33.8 ,0.036,0.41985,-1.8901276998221874,-1.0,-1.0,0,0,1
2019/10/09,07:20:20.0,285620.0,G05,47.000,33.8 ,0.04,0.20381,-2.0567409433424473,-1.0,-1.0,0,0,1
2019/10/09,07:20:21.0,285621.0,G05,47.000,33.8 ,-0.066,0.07196,-2.1948725916445255,-1.0,-1.0,0,0,1
2019/10/09,07:20:22.0,285622.0,G05,47.000,33.8 ,-0.106,0.19426,-2.1515210159122944,-1.0,-1.0,0,0,1
2019/10/09,07:20:23.0,285623.0,G05,47.000,33.8 ,-0.237,0.10733,-2.161866419017315,-1.0,-1.0,0,0,1
2019/10/09,07:20:24.0,285624.0,G05,47.000,33.8 ,-0.316,0.02809,-1.5793183669447899,-1.0,-1.0,0,0,1
2019/10/09,07:20:25.0,285625.0,G05,46.000,33.8 ,-0.39,0.23777,-1.5666654035449028,-1.0,-1.0,0,0,1
2019/10/09,07:20:26.0,285626.0,G05,46.000,33.8 ,-0.515,0.03133,-1.3498338721692562,-1.0,-1.0,0,0,1
2019/10/09,07:20:27.0,285627.0,G05,46.000,33.8 ,-0.549,0.14706,-0.9320235177874565,-1.0,-1.0,0,0,1
2019/10/09,07:20:28.0,285628.0,G05,46.000,33.8 ,-0.901,0.19493,-0.8516540266573429,-1.0,-1.0,0,0,1
2019/10/09,07:20:29.0,285629.0,G05,46.000,33.8 ,-1.008,0.13972,-0.27113498002290726,-1.0,-1.0,0,0,1
2019/10/09,07:20:30.0,285630.0,G05,46.000,33.7 ,-1.269,0.22198,-0.30394796282052994,-1.0,-1.0,0,0,1
2019/10/09,07:20:31.0,285631.0,G05,46.000,33.7 ,-1.593,0.15935,-0.33214543014764786,-1.0,-1.0,0,0,1
2019/10/09,07:20:32.0,285632.0,G05,46.000,33.7 ,-1.757,0.25507,0.09987476095557213,-1.0,-1.0,0,0,1
2019/10/09,07:20:33.0,285633.0,G05,46.000,33.7 ,-1.823,0.17016,0.04029279947280884,-1.0,-1.0,0,0,1
2019/10/09,07:20:34.0,285634.0,G05,46.000,33.7 ,-1.896,0.23989,0.22908750921487808,-1.0,-1.0,0,0,1
2019/10/09,07:20:35.0,285635.0,G05,46.000,33.7 ,-1.974,0.25011,0.715072512626648,0.0,-1.0,0,0,1
2019/10/09,07:20:36.0,285636.0,G05,46.000,33.7 ,-1.943,0.14464,0.9334882721304893,0.0,-1.0,0,0,1
2019/10/09,07:20:37.0,285637.0,G05,46.000,33.7 ,-1.827,0.46723,1.281263429671526,0.0,-1.0,0,0,1
2019/10/09,07:20:38.0,285638.0,G05,47.000,33.7 ,-1.919,0.31102,1.7672484293580055,1.0,-1.0,0,0,1
2019/10/09,07:20:39.0,285639.0,G05,47.000,33.7 ,-2.037,0.03781,1.6137808412313461,1.0,-1.0,0,0,1
2019/10/09,07:20:40.0,285640.0,G05,47.000,33.7 ,-1.747,0.14347,1.959637463092804,1.0,-1.0,0,0,1
2019/10/09,07:20:41.0,285641.0,G05,47.000,33.7 ,-1.514,0.20893,2.371894210577011,1.0,-1.0,0,0,1
2019/10/09,07:20:42.0,285642.0,G05,47.000,33.7 ,-1.515,0.18636,1.917733557522297,1.0,-1.0,0,0,1
2019/10/09,07:20:43.0,285643.0,G05,46.000,33.7 ,-1.296,0.03159,2.1347263790667057,0.0,-1.0,0,0,1
2019/10/09,07:20:44.0,285644.0,G05,46.000,33.7 ,-1.151,0.26155,1.7181678786873817,0.0,-1.0,0,0,1
2019/10/09,07:20:45.0,285645.0,G05,46.000,33.7 ,-1.132,0.07198,1.3218772187829018,0.0,-1.0,0,0,1
2019/10/09,07:20:46.0,285646.0,G05,46.000,33.7 ,-0.911,0.06863,1.1048152968287468,0.0,-1.0,0,0,1
2019/10/09,07:20:47.0,285647.0,G05,46.000,33.6 ,-0.669,0.01345,0.6483845300972462,0.0,-1.0,0,0,1
2019/10/09,07:20:48.0,285648.0,G05,46.000,33.6 ,-0.491,0.22895,0.09282375127077103,-1.0,-1.0,0,0,1
2019/10/09,07:20:49.0,285649.0,G05,46.000,33.6 ,-0.3,0.29826,-0.17796413972973824,-1.0,-1.0,0,0,1
2019/10/09,07:20:50.0,285650.0,G05,46.000,33.6 ,-1.045,0.07426,-0.4082336239516735,-1.0,-1.0,0,0,1
2019/10/09,07:20:51.0,285651.0,G05,46.000,33.6 ,-0.937,0.07389,-0.7074099108576775,-1.0,-1.0,0,0,1
2019/10/09,07:20:52.0,285652.0,G05,46.000,33.6 ,-0.933,0.18699,-0.6488484963774681,-1.0,-1.0,0,0,1
2019/10/09,07:20:53.0,285653.0,G05,45.000,33.6 ,-1.142,0.29894,-0.9772808998823166,-1.0,-1.0,0,0,1
2019/10/09,07:20:54.0,285654.0,G05,45.000,33.6 ,-1.207,0.19063,-0.9759967774152756,-1.0,-1.0,0,0,1
2019/10/09,07:20:55.0,285655.0,G05,45.000,33.6 ,-1.209,0.18282,-1.0723532550036907,-1.0,-1.0,0,0,1
2019/10/09,07:20:56.0,285656.0,G05,45.000,33.6 ,-1.233,0.42644,-1.4044653587043285,-1.0,-1.0,0,0,1
2019/10/09,07:20:57.0,285657.0,G05,44.000,33.6 ,-1.302,0.29186,-1.7027192004024982,-2.0,-1.0,0,0,1
2019/10/09,07:20:58.0,285658.0,G05,44.000,33.6 ,-1.392,0.4593,-1.8919613100588322,-2.0,-1.0,0,0,1
2019/10/09,07:20:59.0,285659.0,G05,44.000,33.6 ,-1.411,0.27845,-1.9077257439494133,-2.0,-1.0,0,0,1
2019/10/09,07:21:00.0,285660.0,G05,44.000,33.6 ,-1.547,0.3311,-2.1497156471014023,-2.0,-1.0,0,0,1
2019/10/09,07:21:01.0,285661.0,G05,43.000,33.6 ,-1.547,0.41478,-2.442260790616274,-3.0,-1.0,0,0,1
2019/10/09,07:21:02.0,285662.0,G05,43.000,33.6 ,-1.637,0.462,-2.6875765435397625,-3.0,-1.0,0,0,1
2019/10/09,07:21:03.0,285663.0,G05,43.000,33.6 ,-1.598,0.17203,-2.618688639253378,-2.0,-1.0,0,0,1
2019/10/09,07:21:04.0,285664.0,G05,43.000,33.5 ,-1.885,0.46804,-2.8380474038422108,-2.0,-1.0,0,0,1
2019/10/09,07:21:05.0,285665.0,G05,43.000,33.5 ,-2.077,0.33788,-3.0442895144224167,-2.0,-1.0,0,0,1
2019/10/09,07:21:06.0,285666.0,G05,42.000,33.5 ,-2.237,0.53014,-3.160347517579794,-3.0,-1.0,0,0,1
2019/10/09,07:21:07.0,285667.0,G05,42.000,33.5 ,-2.31,0.18436,-3.05073756352067,-2.0,-1.0,0,0,1
2019/10/09,07:21:08.0,285668.0,G05,42.000,33.5 ,-2.294,0.0816,-2.7084188982844353,-2.0,-1.0,0,0,1
2019/10/09,07:21:09.0,285669.0,G05,42.000,33.5 ,-2.327,0.10089,-2.5205622762441635,-2.0,-1.0,0,0,1
2019/10/09,07:21:10.0,285670.0,G05,42.000,33.5 ,-0.08,0.65799,-2.791679922491312,-2.0,-1.0,0,0,1
2019/10/09,07:21:11.0,285671.0,G05,42.000,33.5 ,0.2,0.09322,-2.528902478516102,-1.0,-1.0,0,0,1
2019/10/09,07:21:12.0,285672.0,G05,42.000,33.5 ,0.091,0.01252,-2.152865022420883,-1.0,-1.0,0,0,1
2019/10/09,07:21:13.0,285673.0,G05,42.000,33.5 ,0.25,0.42016,-1.5568549297749996,-1.0,-1.0,0,0,1
2019/10/09,07:21:14.0,285674.0,G05,42.000,33.5 ,0.437,0.22065,-0.8554000668227673,-1.0,-1.0,0,0,1
2019/10/09,07:21:15.0,285675.0,G05,42.000,33.5 ,0.285,0.23849,-0.24857017025351524,-1.0,-1.0,0,0,1
2019/10/09,07:21:16.0,285676.0,G05,42.000,33.5 ,0.417,0.10084,0.13222454115748405,0.0,-1.0,0,0,1
2019/10/09,07:21:17.0,285677.0,G05,42.000,33.5 ,0.415,0.12698,0.46108344197273254,0.0,-1.0,0,0,1
2019/10/09,07:21:18.0,285678.0,G05,42.000,33.5 ,0.502,0.2736,0.8638765178620815,0.0,-1.0,0,0,1
2019/10/09,07:21:19.0,285679.0,G05,42.000,33.5 ,0.503,0.11083,1.0733219273388386,0.0,-1.0,0,0,1
2019/10/09,07:21:20.0,285680.0,G05,42.000,33.4 ,0.509,0.00604,1.695881713181734,0.0,-1.0,0,0,1
2019/10/09,07:21:21.0,285681.0,G05,42.000,33.4 ,0.679,0.22963,2.001996722072363,0.0,-1.0,0,0,1
2019/10/09,07:21:22.0,285682.0,G05,42.000,33.4 ,0.655,0.01432,2.031901892274618,0.0,-1.0,0,0,1
2019/10/09,07:21:23.0,285683.0,G05,42.000,33.4 ,0.65,0.17493,1.4600403606891632,0.0,-1.0,0,0,1
2019/10/09,07:21:24.0,285684.0,G05,42.000,33.4 ,0.698,0.24636,1.476054359227419,0.0,-1.0,0,0,1
2019/10/09,07:21:25.0,285685.0,G05,42.000,33.4 ,0.657,0.15423,1.4157887920737267,0.0,-1.0,0,0,1
2019/10/09,07:21:26.0,285686.0,G05,42.000,33.4 ,0.603,0.0298,1.5292687341570854,0.0,-1.0,0,0,1
2019/10/09,07:21:27.0,285687.0,G05,42.000,33.4 ,0.466,0.19391,1.5943000130355358,0.0,-1.0,0,0,1
2019/10/09,07:21:28.0,285688.0,G05,42.000,33.4 ,0.635,0.02294,1.3063351847231388,0.0,-1.0,0,0,1
2019/10/09,07:21:29.0,285689.0,G05,42.000,33.4 ,0.526,0.01674,1.2073123715817928,0.0,-1.0,0,0,1
2019/10/09,07:21:30.0,285690.0,G05,42.000,33.4 ,0.564,0.2364,0.9732527285814285,0.0,-1.0,0,0,1
2019/10/09,07:21:31.0,285691.0,G05,42.000,33.4 ,0.343,0.19022,0.6247756890952587,0.0,-1.0,0,0,1
2019/10/09,07:21:32.0,285692.0,G05,43.000,33.4 ,0.22,0.08714,0.5564403906464577,1.0,-1.0,0,0,1
2019/10/09,07:21:33.0,285693.0,G05,42.000,33.4 ,0.104,0.22411,0.5131748206913471,0.0,-1.0,0,0,1
2019/10/09,07:21:34.0,285694.0,G05,42.000,33.4 ,0.01,0.12314,0.1764182113111019,0.0,-1.0,0,0,1
2019/10/09,07:21:35.0,285695.0,G05,42.000,33.4 ,0.052,0.03802,-0.04683725908398628,0.0,-1.0,0,0,1
2019/10/09,07:21:36.0,285696.0,G05,42.000,33.4 ,-0.048,0.18125,-0.26639966666698456,0.0,-1.0,0,0,1
2019/10/09,07:21:37.0,285697.0,G05,42.000,33.3 ,-0.201,0.28283,-0.7113488540053368,0.0,-1.0,0,0,1
2019/10/09,07:21:38.0,285698.0,G05,42.000,33.3 ,-0.215,0.23463,-0.9635658673942089,0.0,-1.0,0,0,1
2019/10/09,07:21:39.0,285699.0,G05,42.000,33.3 ,-0.323,0.02579,-0.963648971170187,0.0,-1.0,0,0,1
2019/10/09,07:21:40.0,285700.0,G05,42.000,33.3 ,-0.478,0.03456,-0.7768213488161564,0.0,-1.0,0,0,1
2019/10/09,07:21:41.0,285701.0,G05,42.000,33.3 ,-0.501,0.02587,-0.665386039763689,0.0,-1.0,0,0,1
2019/10/09,07:21:42.0,285702.0,G05,42.000,33.3 ,-0.919,0.27378,-0.9026320576667786,-1.0,-1.0,0,0,1
2019/10/09,07:21:43.0,285703.0,G05,42.000,33.3 ,-0.91,0.07337,-0.7549266293644905,0.0,-1.0,0,0,1
